ProbeR	  Phi_acc
5.0500	  65.9734421000
5.0600	  65.9580078000
5.0700	  65.9459534000
5.0800	  65.8984375000
5.0900	  65.8208008000
5.1000	  65.7983170000
5.1100	  65.8614807000
5.1200	  65.7694397000
5.1300	  65.7453690000
5.1400	  65.7468948000
5.1500	  65.6682281000
5.1600	  65.6028595000
5.1700	  65.5906296000
5.1800	  65.5887299000
5.1900	  65.4931030000
5.2000	  65.5517120000
5.2100	  65.5104370000
5.2200	  65.4003448000
5.2300	  65.3091049000
5.2400	  65.3467484000
5.2500	  65.4205475000
5.2600	  65.3526764000
5.2700	  65.2991867000
5.2800	  65.2748718000
5.2900	  65.1369019000
5.3000	  65.0929108000
5.3100	  65.1894836000
5.3200	  65.2027435000
5.3300	  65.0354767000
5.3400	  64.9662704000
5.3500	  64.9456177000
5.3600	  64.8881912000
5.3700	  64.9359970000
5.3800	  64.9103012000
5.3900	  64.9694290000
5.4000	  64.7386932000
5.4100	  64.7651443000
5.4200	  64.6976318000
5.4300	  64.7405548000
5.4400	  64.6578064000
5.4500	  64.7129288000
5.4600	  64.7103043000
5.4700	  64.4350204000
5.4800	  64.5309296000
5.4900	  64.4482880000
5.5000	  64.5173645000
5.5100	  64.3968964000
5.5200	  64.5300293000
5.5300	  64.2702866000
5.5400	  64.2978287000
5.5500	  64.1945267000
5.5600	  64.3252792000
5.5700	  64.2968063000
5.5800	  64.1347504000
5.5900	  64.2521667000
5.6000	  64.0533829000
5.6100	  64.1980896000
5.6200	  63.9431114000
5.6300	  64.0833893000
5.6400	  63.9927673000
5.6500	  63.9889717000
5.6600	  63.8395538000
5.6700	  63.8501892000
5.6800	  63.9325218000
5.6900	  63.8070450000
5.7000	  63.8269005000
5.7100	  63.7870598000
5.7200	  63.6870499000
5.7300	  63.4105682000
5.7400	  63.5908356000
5.7500	  63.5857582000
5.7600	  62.9748688000
5.7700	  63.0368843000
5.7800	  61.3247643000
5.7900	  61.1339760000
5.8000	  54.2146492000
5.8100	  54.3687401000
5.8200	  54.3504715000
5.8300	  54.2692528000
5.8400	  54.3638954000
5.8500	  45.7040939000
5.8600	  45.4198227000
5.8700	  45.4121552000
5.8800	  45.5427322000
5.8900	  45.5245895000
5.9000	  45.2873383000
5.9100	  45.3678894000
5.9200	  44.8735847000
5.9300	  44.5998001000
5.9400	  44.6392365000
5.9500	  44.7299919000
5.9600	  44.6452789000
5.9700	  44.5329399000
5.9800	  44.5849724000
5.9900	  44.6785583000
6.0000	  44.4392128000
6.0100	  44.4462585000
6.0200	  44.5454407000
6.0300	  44.4547195000
6.0400	  44.3514938000
6.0500	  44.3781090000
6.0600	  44.3029404000
6.0700	  44.1945686000
6.0800	  44.2801476000
6.0900	  44.3385086000
6.1100	  44.1091003000
6.1200	  44.2103195000
6.1300	  44.0306931000
6.1400	  44.0335274000
6.1500	  44.0543861000
6.1600	  44.1158562000
6.1700	  43.9127579000
6.1800	  43.9689560000
6.1900	  43.9995575000
6.2000	  44.0775948000
6.2100	  43.7937202000
6.2200	  43.8573303000
6.2300	  43.9686470000
6.2400	  43.7749786000
6.2500	  43.7530479000
6.2600	  43.8185959000
6.2700	  43.8780861000
6.2800	  43.6332741000
6.2900	  43.6833458000
6.3000	  43.7566986000
6.3100	  43.7340813000
6.3200	  43.5510445000
6.3300	  43.6110001000
6.3400	  43.7244072000
6.3500	  43.4026184000
6.3600	  43.4660225000
6.3700	  43.5286331000
6.3800	  43.5378876000
6.3900	  43.3929482000
6.4000	  43.3939857000
6.4100	  43.4552956000
6.4200	  43.2552261000
6.4300	  43.2813301000
6.4400	  43.3438377000
6.4500	  43.4133911000
6.4600	  43.2024879000
6.4700	  43.2336044000
6.4800	  43.2417564000
6.4900	  43.1546593000
6.5000	  43.0900116000
6.5100	  43.1172943000
6.5200	  43.1914024000
6.5300	  43.0730896000
6.5400	  43.0086479000
6.5500	  43.0581703000
6.5600	  43.1146011000
6.5700	  42.9221764000
6.5800	  42.9779816000
6.5900	  42.9848862000
6.6000	  43.0191803000
6.6100	  42.8311081000
6.6200	  42.8792152000
6.6300	  42.9353638000
6.6400	  42.8046875000
6.6500	  42.7377625000
6.6600	  42.7591705000
6.6700	  42.8382530000
6.6800	  42.7271233000
6.6900	  42.6808853000
6.7000	  42.6691055000
6.7100	  42.7043991000
6.7200	  42.5913315000
6.7300	  42.6242104000
6.7400	  42.6564674000
6.7500	  42.5998650000
6.7600	  42.5204010000
6.7700	  42.5020638000
6.7800	  42.5382919000
6.7900	  42.4736404000
6.8000	  42.4315796000
6.8100	  42.3839912000
6.8200	  42.4803391000
6.8300	  42.3746986000
6.8400	  42.3400955000
6.8500	  42.2821808000
6.8600	  42.3626480000
6.8700	  42.3375740000
6.8800	  42.2108345000
6.8900	  42.2693367000
6.9000	  42.3581924000
6.9100	  42.2012329000
6.9200	  42.1055412000
6.9300	  42.2230225000
6.9400	  42.3187180000
6.9500	  42.0539780000
6.9600	  42.0344315000
6.9700	  42.1384506000
6.9800	  42.0998421000
6.9900	  41.9471970000
7.0000	  41.9452324000
7.0100	  42.1002884000
7.0200	  41.9808350000
7.0300	  41.9057121000
7.0400	  41.9484444000
7.0500	  42.0229340000
7.0600	  41.8375206000
7.0700	  41.7635117000
7.0800	  41.8969498000
7.0900	  41.8918419000
7.1000	  41.7623024000
7.1100	  41.6994476000
7.1200	  41.7864075000
7.1300	  41.7330170000
7.1400	  41.5940170000
7.1500	  41.6592178000
7.1600	  41.7298737000
7.1700	  41.7356758000
7.1800	  41.5561562000
7.1900	  41.5422020000
7.2000	  41.6291962000
7.2100	  41.5399361000
7.2200	  41.5323029000
7.2300	  41.5099602000
7.2400	  41.6241302000
7.2500	  41.5366440000
7.2600	  41.2791862000
7.2700	  41.3675041000
7.2800	  41.5065422000
7.2900	  41.4665146000
7.3000	  41.2592392000
7.3100	  41.3374939000
7.3200	  41.4570732000
7.3300	  41.1660652000
7.3400	  41.1224709000
7.3500	  41.2988052000
7.3600	  41.4472351000
7.3700	  41.1253395000
7.3800	  41.0738831000
7.3900	  41.2426605000
7.4000	  41.0825157000
7.4100	  33.2350922000
7.4200	  33.3556862000
7.4300	  33.5164413000
7.4400	  33.6067619000
7.4500	  18.0492554000
7.4600	  18.1203270000
7.4700	  18.1967163000
7.4800	   7.8284306500
7.4900	   7.8552641900
7.5000	   7.8861379600
7.5100	   7.9238495800
7.5200	   0.0000000000
7.5300	   0.0000000000
7.5400	   0.0000000000
7.5500	   0.0000000000
7.5600	   0.0000000000
7.5700	   0.0000000000
7.5800	   0.0000000000
7.5900	   0.0000000000
