ProbeR	  Phi_acc
3.8400	  54.1719017000
3.8500	  54.0799675000
3.8600	  53.7423363000
3.8700	  53.9049034000
3.8800	  53.9787521000
3.8900	  53.6500587000
3.9000	  53.7510567000
3.9100	  53.8386993000
3.9200	  53.5848503000
3.9300	  53.7287216000
3.9400	  53.6428909000
3.9500	  53.3072243000
3.9600	  53.3861809000
3.9700	  53.4979172000
3.9800	  53.4830742000
3.9900	  53.4890900000
4.0000	  53.3065262000
4.0100	  53.4937096000
4.0200	  53.0634384000
4.0300	  53.1957512000
4.0400	  53.3678284000
4.0500	  53.2484779000
4.0600	  53.3823318000
4.0700	  53.2203217000
4.0800	  53.0430870000
4.0900	  52.8465576000
4.1000	  52.7422676000
4.1100	  52.8729630000
4.1200	  52.9511757000
4.1300	  52.9537544000
4.1400	  53.0111008000
4.1500	  52.8555756000
4.1600	  52.4272614000
4.1700	  52.5286026000
4.1800	  52.4543839000
4.1900	  52.5578804000
4.2000	  52.6954117000
4.2100	  52.8432007000
4.2200	  52.9362564000
4.2300	  52.3471222000
4.2400	  52.2587280000
4.2500	  52.2932587000
4.2600	  52.2710381000
4.2700	  52.2123871000
4.2800	  52.2949982000
4.2900	  52.3433037000
4.3000	  52.5240059000
4.3100	  52.1470261000
4.3200	  52.0327072000
4.3300	  51.8981628000
4.3400	  51.9891968000
4.3500	  51.8521957000
4.3600	  51.9230614000
4.3700	  52.0874443000
4.3800	  52.1925278000
4.3900	  52.0003548000
4.4000	  51.8708420000
4.4100	  51.5509605000
4.4200	  51.6983452000
4.4300	  51.7162437000
4.4400	  51.7366638000
4.4500	  51.6133080000
4.4600	  51.7831917000
4.4700	  51.5865440000
4.4800	  51.6426811000
4.4900	  51.4836082000
4.5000	  51.1962357000
4.5100	  51.3690109000
4.5200	  51.3358192000
4.5300	  51.4007149000
4.5400	  51.3234482000
4.5500	  51.3209000000
4.5600	  51.2431374000
4.5700	  51.3695717000
4.5800	  51.2158165000
4.5900	  51.1052322000
4.6000	  50.9409370000
4.6100	  50.9632225000
4.6200	  51.0956268000
4.6300	  51.1316185000
4.6400	  50.7766418000
4.6500	  50.8932877000
4.6600	  50.6363144000
4.6700	  50.7551956000
4.6800	  50.6535645000
4.6900	  50.6229820000
4.7000	  50.5107155000
4.7100	  50.6476936000
4.7200	  50.7162209000
4.7300	  50.4803238000
4.7400	  50.1671181000
4.7500	  50.2697830000
4.7600	  50.1407623000
4.7700	  50.3064270000
4.7800	  50.3240471000
4.7900	  50.2141190000
4.8000	  50.3031616000
4.8100	  50.3675003000
4.8200	  50.4171028000
4.8300	  49.7725182000
4.8400	  49.8487930000
4.8500	  49.7100487000
4.8600	  49.7748528000
4.8700	  49.8053741000
4.8800	  49.9182587000
4.8900	  49.8706741000
4.9000	  49.8960686000
4.9100	  49.9084663000
4.9200	  49.4762878000
4.9300	  49.3814621000
4.9400	  49.2372169000
4.9500	  49.3036995000
4.9600	  49.4507408000
4.9700	  49.5758705000
4.9800	  49.7438011000
4.9900	  49.5124664000
5.0000	  49.5019302000
5.0100	  49.0532494000
5.0200	  49.2254219000
5.0300	  48.7733078000
5.0400	  48.7930756000
5.0500	  48.9105568000
5.0600	  49.0624504000
5.0700	  49.1723518000
5.0800	  49.3715782000
5.0900	  49.1299553000
5.1000	  48.6289062000
5.1100	  48.6065903000
5.1200	  48.6828613000
5.1300	  48.3916664000
5.1400	  48.4211311000
5.1500	  48.6365509000
5.1600	  48.7572212000
5.1700	  48.9424782000
5.1800	  48.9537582000
5.1900	  48.3560944000
5.2000	  48.2891922000
5.2100	  48.3404770000
