ProbeR	  Phi_acc
2.8400	  35.1613617000
2.8500	  35.1441116000
2.8600	  35.1204262000
2.8700	  35.1924896000
2.8800	  35.2360344000
2.8900	  35.0268440000
2.9000	  34.8071327000
2.9100	  34.8016319000
2.9200	  34.8970490000
2.9300	  34.8299484000
2.9400	  34.7762566000
2.9500	  34.6452026000
2.9600	  34.6572495000
2.9700	  34.4939804000
2.9800	  34.4788628000
2.9900	  34.4154091000
3.0000	  34.4479027000
3.0100	  34.2242775000
3.0200	  34.1922951000
3.0300	  34.2630196000
3.0400	  34.2731819000
3.0500	  34.0584450000
3.0600	  33.9714966000
3.0700	  33.9476776000
3.0800	  33.9426880000
3.0900	  34.0133171000
3.1000	  33.8822670000
3.1100	  33.8811455000
3.1200	  33.8321762000
3.1300	  33.5779228000
3.1400	  33.5453377000
3.1500	  33.4721375000
3.1600	  33.5269661000
3.1700	  33.5268745000
3.1800	  33.4886894000
3.1900	  33.4676170000
3.2000	  33.3656578000
3.2100	  33.3887672000
3.2200	  33.3113747000
3.2300	  33.2519646000
3.2400	  33.2131310000
3.2500	  33.2769051000
3.2600	  32.9758453000
3.2700	  33.0063324000
3.2800	  32.9006920000
3.2900	  32.9787178000
3.3000	  32.9599152000
3.3100	  32.8932915000
3.3200	  32.8641090000
3.3300	  32.6932716000
3.3400	  32.7295914000
3.3500	  32.7747688000
3.3600	  32.7556801000
3.3700	  32.6966438000
3.3800	  32.7202492000
3.3900	  32.5236168000
3.4000	  32.2999001000
3.4100	  32.3334198000
3.4200	  32.2718811000
3.4300	  32.2059135000
3.4400	  32.3584061000
3.4500	  32.2950516000
3.4600	  32.4601974000
3.4700	  32.2474022000
3.4800	  32.0945816000
3.4900	  32.1128082000
3.5000	  32.1831627000
3.5100	  32.0644608000
3.5200	  32.2174110000
3.5300	  31.9294014000
3.5400	  31.9095879000
3.5500	  24.0331421000
3.5600	  24.1511383000
3.5700	  23.8705730000
3.5800	  24.0239563000
3.5900	  23.8299675000
3.6000	  23.8848858000
3.6100	  23.9502487000
3.6200	  23.9476376000
3.6300	  23.9925804000
3.6400	  23.7912083000
3.6500	  23.8873577000
3.6600	  23.6389122000
3.6700	  23.6423626000
3.6800	  23.6311264000
3.6900	  23.6205750000
3.7000	  23.6339550000
3.7100	  23.6338921000
3.7200	  23.5869312000
3.7300	  23.5335026000
3.7400	  23.4279995000
3.7500	  23.5705204000
3.7600	  23.5935516000
3.7700	  23.5434628000
3.7800	  23.4286976000
3.7900	  23.3124561000
3.8000	  14.0286427000
3.8100	  13.9778566000
3.8200	  13.9657364000
3.8300	  13.9985580000
3.8400	  13.9930563000
3.8500	  13.8452663000
3.8600	  13.8100224000
3.8700	  13.8363152000
3.8800	  13.8128195000
3.8900	  13.8540316000
3.9000	  13.9338474000
3.9100	  13.9628773000
3.9200	  13.9303656000
3.9300	  13.8734264000
3.9400	  13.8618650000
3.9500	  13.6552391000
3.9600	  13.6556120000
3.9700	  13.7057762000
3.9800	  13.6921625000
3.9900	  13.7154741000
4.0000	  13.6884327000
4.0100	  13.6261482000
4.0200	  13.6759386000
4.0300	  13.6876879000
4.0400	  13.6183157000
4.0500	  13.6174765000
4.0600	  13.7054968000
4.0700	  13.6602745000
4.0800	  13.5560303000
4.0900	  13.6556120000
4.1000	  13.3721561000
4.1100	  13.4754686000
4.1200	  13.5772886000
4.1300	  13.4698734000
4.1400	  13.5616245000
4.1500	  12.9744787000
4.1600	  13.0561590000
4.1700	  13.1572332000
4.1800	  13.2595196000
4.1900	  13.3423195000
4.2000	  13.4564476000
4.2100	  13.5366354000
4.2200	  13.6362181000
4.2300	   0.0000000000
4.2400	   0.0000000000
4.2500	   0.0000000000
4.2600	   0.0000000000
4.2700	   0.0000000000
4.2800	   0.0000000000
4.2900	   0.0000000000
4.3000	   0.0000000000
